Datetime,p67b8k2,p69b8k4,p71b8k6,p73b8k8,p75b8k10,p77b8k12,obs
2015-03-01,2.512153,-0.7328779101371765,6.299777507781982,4.3470892906188965,0.22718721628189087,3.6805810928344727,1.0585715
2015-03-02,1.4331363,-1.1508519649505615,7.700483798980713,3.445377826690674,0.46926337480545044,3.125479221343994,2.6614285
2015-03-03,1.5445433,2.14276385307312,5.355745315551758,5.2521138191223145,6.10567045211792,4.160085201263428,4.2642856
2015-03-04,1.692796,0.6456932425498962,4.022356033325195,4.931170463562012,5.760952472686768,2.0883567333221436,5.8671427
2015-03-05,1.7352059,1.566516637802124,7.944692134857178,6.762545108795166,8.420332908630371,8.4887056350708,7.47
2015-03-06,3.1594613,2.7512192726135254,9.138046264648438,9.266560554504395,9.8273286819458,8.760466575622559,8.7
2015-03-07,4.3495383,3.7644073963165283,9.887218475341797,9.783472061157227,12.229633331298828,12.734031677246094,7.3228574
2015-03-08,3.969485,3.5086724758148193,10.122294425964355,9.161203384399414,12.417086601257324,10.680315971374512,5.945714
2015-03-09,2.3369393,2.542109727859497,9.749648094177246,6.6571784019470215,11.658102989196777,10.615421295166016,4.5685716
2015-03-10,2.4680583,3.0488529205322266,9.048806190490723,7.013919830322266,11.492147445678711,9.908598899841309,3.1914284
2015-03-11,3.5766945,6.257935523986816,9.688485145568848,8.12236499786377,11.831339836120605,10.227798461914062,1.8142856
2015-03-12,6.334028,7.623882293701172,11.084595680236816,7.399886131286621,12.107553482055664,9.225329399108887,0.43714285
2015-03-13,7.0033073,5.053160190582275,10.853034019470215,8.099164009094238,11.271536827087402,9.992293357849121,-0.94
2015-03-14,3.9784217,4.964430332183838,8.628402709960938,9.097159385681152,11.998815536499023,8.53864860534668,1.242
2015-03-15,1.4500259,4.079201698303223,8.098559379577637,7.164294719696045,9.980743408203125,7.754033088684082,3.424
2015-03-16,3.2422404,5.238229274749756,11.517269134521484,9.001572608947754,11.363947868347168,8.494707107543945,5.606
2015-03-17,7.410016,7.305328845977783,10.844005584716797,9.006755828857422,12.19149398803711,11.61403751373291,7.788
2015-03-18,4.5120068,7.6172380447387695,10.990086555480957,12.006547927856445,14.07859992980957,11.424246788024902,9.97
2015-03-19,5.9112077,8.560160636901855,11.721843719482422,12.808853149414062,14.83615493774414,16.168079376220703,10.65
2015-03-20,6.5229287,8.24636173248291,12.673555374145508,12.883358001708984,16.132286071777344,15.07756519317627,11.33
2015-03-21,6.265155,6.711494445800781,15.43492317199707,12.055713653564453,15.765843391418457,12.819376945495605,12.01
2015-03-22,7.243277,6.16498327255249,13.79127025604248,12.556184768676758,14.341815948486328,12.076756477355957,12.69
2015-03-23,9.084558,9.67492389678955,13.495339393615723,15.892158508300781,17.37398910522461,16.73459815979004,9.364285
2015-03-24,9.971398,10.653514862060547,14.52019214630127,16.807416915893555,17.006961822509766,15.830918312072754,6.0385714
2015-03-25,9.03533,11.185515403747559,15.683723449707031,13.190667152404785,18.83331871032715,16.890928268432617,2.7128572
2015-03-26,8.103649,8.845263481140137,16.676210403442383,14.7685546875,16.508710861206055,12.897734642028809,-0.61285704
2015-03-27,9.590273,9.419269561767578,15.00134563446045,15.699448585510254,15.840279579162598,15.03918743133545,-3.9385715
2015-03-28,7.7523212,10.184219360351562,16.460851669311523,15.465365409851074,15.91405200958252,14.64245891571045,-7.264286
2015-03-29,10.641387,9.799440383911133,16.481002807617188,16.3264102935791,17.95905303955078,16.79340171813965,-10.59
2015-03-30,6.813095,7.879598617553711,13.85032844543457,14.004481315612793,17.699020385742188,15.861327171325684,-15.360002
2015-03-31,5.745001,8.877033233642578,16.244029998779297,13.623125076293945,16.090618133544922,14.687918663024902,-15.5425005
2015-04-01,6.5026116,10.051956176757812,14.891434669494629,14.789963722229004,16.96613883972168,14.905316352844238,-15.725001
2015-04-02,8.763804,10.386075973510742,15.41346549987793,6.157070159912109,11.704453468322754,11.371196746826172,-15.907498
2015-04-03,4.089413,8.062535285949707,14.680220603942871,6.427041053771973,11.020432472229004,9.885286331176758,-16.089998
2015-04-04,2.4809058,5.504371643066406,5.394577503204346,4.196469783782959,8.604848861694336,7.720390319824219,-16.2725
2015-04-05,1.1145046,4.476987838745117,6.624657154083252,5.673394680023193,8.665541648864746,7.382167816162109,-16.454998
2015-04-06,4.8092556,6.6454176902771,6.342649936676025,6.790019989013672,7.313351154327393,8.438560485839844,-16.637499
2015-04-07,5.7611947,7.061677932739258,8.636553764343262,7.314425468444824,6.4220194816589355,7.584139347076416,-16.819998
2015-04-08,6.9125476,9.731415748596191,7.333197116851807,8.277496337890625,8.993728637695312,11.089343070983887,-16.083332
2015-04-09,6.5488853,9.676575660705566,8.916557312011719,9.998616218566895,9.269445419311523,11.169190406799316,-15.346665
2015-04-10,8.0962715,11.33403491973877,10.33895492553711,9.274909019470215,9.379799842834473,10.627496719360352,-14.61
2015-04-11,10.276948,10.396568298339844,11.969331741333008,10.44057559967041,9.902750015258789,11.297761917114258,-13.873333
2015-04-12,9.602825,11.194695472717285,9.922022819519043,10.993215560913086,9.044524192810059,11.960365295410156,-13.136666
2015-04-13,10.476343,11.816811561584473,9.90500545501709,12.084715843200684,11.11506462097168,11.427838325500488,-12.400001
2015-04-14,10.372839,14.407609939575195,11.174898147583008,9.688508033752441,11.530529975891113,9.938859939575195,-11.663334
2015-04-15,11.44208,10.792316436767578,10.50421142578125,9.364962577819824,9.140768051147461,10.593429565429688,-10.926667
2015-04-16,8.996784,8.468916893005371,8.422473907470703,9.400715827941895,9.036490440368652,9.751940727233887,-10.190001
2015-04-17,8.294738,5.4067230224609375,6.4329352378845215,9.418828010559082,7.022230625152588,8.736889839172363,-11.082667
2015-04-18,7.3940997,7.442869186401367,7.668392181396484,8.821680068969727,8.387819290161133,9.301421165466309,-11.975333
2015-04-19,6.6046605,5.520373344421387,5.008307933807373,6.707059860229492,5.899459362030029,6.624145984649658,-12.867999
2015-04-20,6.3732104,4.390336990356445,4.584956169128418,7.398067951202393,6.851880073547363,7.190088272094727,-13.760666
2015-04-21,6.8490715,3.3168957233428955,4.314901351928711,7.852785587310791,6.241043567657471,7.853653430938721,-14.653333
2015-04-22,6.296346,6.542234420776367,4.477936744689941,3.10145902633667,3.4686522483825684,5.155994892120361,-15.545999
2015-04-23,6.558175,3.846263885498047,3.7285656929016113,2.8924596309661865,1.6360044479370117,4.479581356048584,-16.438665
2015-04-24,4.172185,5.009348392486572,-0.1505158543586731,1.8164383172988892,0.6867024898529053,2.4216103553771973,-17.331331
2015-04-25,3.3321445,1.859129548072815,-0.33433908224105835,1.684086799621582,0.20591384172439575,2.4824862480163574,-18.223999
2015-04-26,3.8442836,3.6474390029907227,1.3421924114227295,0.5857691168785095,-2.7916603088378906,0.474794864654541,-19.116665
2015-04-27,2.5326736,1.3379745483398438,1.0657329559326172,0.20143729448318481,-3.6630735397338867,0.14155012369155884,-20.009333
2015-04-28,2.5308557,3.7152929306030273,-1.8375535011291504,0.5556339025497437,-0.9394225478172302,0.06418842077255249,-20.901999
2015-04-29,3.8176277,1.8629698753356934,-2.5361745357513428,0.6737681031227112,-2.0773537158966064,-0.09592097997665405,-21.794664
2015-04-30,4.063296,4.839677333831787,-3.097248077392578,-0.29156142473220825,-1.3874549865722656,-1.0023953914642334,-22.687332
2015-05-01,2.6793256,1.8204060792922974,-4.373033046722412,-0.3506191372871399,-3.810976028442383,-2.42889404296875,-23.579998
2015-05-02,1.0695069,0.002643048297613859,-1.2051541805267334,0.5708267688751221,-5.598604679107666,-1.700683355331421,-22.35
2015-05-03,0.5160363,-2.054633378982544,-2.013296127319336,-0.519346296787262,-7.583277702331543,-2.256129741668701,-21.119999
2015-05-04,-0.29569405,0.16835623979568481,-5.240908145904541,-2.0828793048858643,-4.416060447692871,-5.159398078918457,-19.89
2015-05-05,0.4614818,-1.3231537342071533,-5.945138454437256,-2.1572320461273193,-5.428144454956055,-5.192850589752197,-18.66
2015-05-06,0.053276956,1.1068369150161743,-6.0208892822265625,-3.1170616149902344,-4.838947296142578,-3.7310171127319336,-17.429998
2015-05-07,1.3033575,-2.9123053550720215,-6.8595075607299805,-3.1824989318847656,-7.235648155212402,-4.111727237701416,-16.199999
