Datetime,p15b8k2,p17b8k4,p19b8k6,obs
2019-01-26,-4.4809513,-3.6635069847106934,-4.052802562713623,-4.507292
2019-01-27,-0.15919584,-0.37391263246536255,1.661099910736084,-4.415
2019-01-28,9.202997,7.366428852081299,10.404510498046875,-4.3227086
2019-01-29,13.3772955,11.24033260345459,12.893209457397461,-4.230417
2019-01-30,12.835162,13.304980278015137,14.364230155944824,-4.138125
2019-01-31,17.23767,17.033357620239258,15.855843544006348,-4.045833
2019-02-01,17.582888,18.656444549560547,16.254281997680664,-3.9535418
2019-02-02,13.180555,16.02800750732422,11.04377555847168,-3.86125
2019-02-03,2.7456987,6.127504348754883,-11.515353202819824,-3.7689586
2019-02-04,-0.57358915,-1.9673633575439453,-16.00609588623047,-3.6766667
2019-02-05,-7.898097,-12.728279113769531,-14.275619506835938,-3.5843754
2019-02-06,-13.042157,-20.213010787963867,-16.085384368896484,-3.492083
2019-02-07,-23.157911,-20.50956153869629,-16.399639129638672,-3.3997917
2019-02-08,-14.590426,-17.870296478271484,-19.645076751708984,-3.3075
2019-02-09,-12.521297,-15.523625373840332,-18.369911193847656,-3.2152085
2019-02-10,-7.8020535,-8.924371719360352,-16.987823486328125,-3.1229167
2019-02-11,-12.6064825,-7.25477409362793,-18.7302303314209,-3.0306253
2019-02-12,-8.109255,-4.6174092292785645,-2.3123974800109863,-2.9383335
2019-02-13,-2.6830595,-5.747009754180908,2.2326414585113525,-2.8460422
2019-02-14,-4.843038,-15.245682716369629,-9.64065170288086,-2.7537498
2019-02-15,-15.712052,-16.940841674804688,-19.46583366394043,-2.6614583
2019-02-16,-19.19822,-23.8120174407959,-22.970502853393555,-2.5691667
2019-02-17,-18.177473,-27.49754524230957,-22.970502853393555,-2.476875
2019-02-18,-19.38832,-29.24020004272461,-17.010963439941406,-2.3845835
2019-02-19,-26.650537,-27.07914924621582,-24.35367202758789,-2.2922919
2019-02-20,-20.051186,-27.07914924621582,-24.35367202758789,-2.2000003
2019-02-21,-20.052061,-19.78818130493164,-24.763383865356445,-5.054445
2019-02-22,-22.019875,-18.920886993408203,-24.763383865356445,-7.908889
2019-02-23,-20.032589,-15.43056583404541,-21.723703384399414,-10.763333
2019-02-24,-4.1016355,-13.64309024810791,-2.284029722213745,-13.617778
2019-02-25,2.0874739,-10.856383323669434,-1.3787298202514648,-16.472221
2019-02-26,2.0645325,-4.510427474975586,-13.911231994628906,-19.326666
2019-02-27,-13.0115185,-4.487892150878906,-19.17766761779785,-22.18111
2019-02-28,-1.7325459,-4.447842121124268,-11.877161026000977,-25.035555
2019-03-01,-3.763977,-6.767765045166016,-6.783437728881836,-27.889997
2019-03-02,4.610049,-14.118828773498535,-7.320655822753906,-27.106665
2019-03-03,-7.654463,-11.335572242736816,-8.086344718933105,-26.323334
2019-03-04,-3.0985475,-4.436646938323975,-17.36949920654297,-25.539999
2019-03-05,-2.4592814,1.9146119356155396,0.5016458034515381,-24.756666
2019-03-06,6.1366887,7.952908992767334,4.4955220222473145,-23.973333
2019-03-07,-1.3325577,6.55479097366333,1.4082822799682617,-23.189999
2019-03-08,3.6003404,3.598170757293701,3.031494617462158,-22.406666
2019-03-09,1.7149239,-3.576748847961426,4.471172332763672,-21.623331
2019-03-10,4.2567887,-2.321959972381592,4.471172332763672,-20.84
2019-03-11,-3.3945594,-2.743333339691162,-2.5181803703308105,-20.056665
2019-03-12,-5.277679,1.5214344263076782,-9.43899917602539,-19.273333
2019-03-13,-5.592434,-4.491042137145996,-12.233927726745605,-18.489998
2019-03-14,-8.718584,-8.61475944519043,-16.782957077026367,-17.706667
2019-03-15,-11.057085,-14.530961036682129,-11.982234954833984,-16.923332
2019-03-16,-6.203014,-18.363187789916992,-12.116325378417969,-16.14
2019-03-17,-9.578318,-14.340537071228027,-12.116325378417969,-16.91
2019-03-18,-3.7521386,-4.773625373840332,-23.0563907623291,-18.489998
2019-03-19,-3.1827197,0.652686595916748,-1.595613718032837,-20.069998
2019-03-20,8.886452,9.588581085205078,5.940626621246338,-21.65
2019-03-21,6.483084,6.963677406311035,3.9680562019348145,-23.23
2019-03-22,-1.4059093,4.3241143226623535,-0.3512217402458191,-24.81
2019-03-23,-4.9507484,-1.9909930229187012,-1.250622272491455,-26.39
2019-03-24,-8.662747,-8.913789749145508,-10.428746223449707,-27.97
2019-03-25,-12.148872,-10.945564270019531,-13.011488914489746,-28.288237
2019-03-26,-19.499739,-13.700383186340332,-16.01888084411621,-28.606468
2019-03-27,-19.397049,-13.700383186340332,-12.983160018920898,-28.924706
2019-03-28,-17.088758,-12.867436408996582,-10.480609893798828,-29.24294
2019-03-29,-16.698586,-12.171436309814453,-12.029901504516602,-29.561174
2019-03-30,-15.154956,-11.321868896484375,-11.757131576538086,-29.879412
2019-03-31,-9.578693,-8.85880184173584,-5.006369113922119,-30.197647
2019-04-01,-1.565058,-5.0659589767456055,3.1700775623321533,-30.51588
2019-04-02,1.3470461,0.31888747215270996,4.112485885620117,-30.834118
2019-04-03,2.3960936,6.336519241333008,7.243749618530273,-31.152351
2019-04-04,7.9501324,10.459994316101074,8.76231575012207,-31.470589
2019-04-05,14.374145,13.608977317810059,16.55204200744629,-31.788822
2019-04-06,15.730283,14.724538803100586,17.40498924255371,-32.10706
2019-04-07,13.69438,10.00493049621582,9.699707984924316,-32.425293
2019-04-08,-1.2206738,2.3807663917541504,-8.980921745300293,-32.743526
2019-04-09,-0.67863613,-2.6579959392547607,-6.016225337982178,-33.061764
2019-04-10,-6.9418783,-17.792325973510742,-16.451749801635742,-33.38
2019-04-11,-8.908207,-19.91238784790039,-16.451749801635742,-32.1025
