,rmse_arr,pear_arr,mielke_arr
0,9.342228283931089,0.3333872470602252,0.2969458541979244
1,8.814770370227805,0.27759130533868626,0.2725248792853492
2,8.852475128063835,0.2680939711413533,0.2633112267322336
3,9.869161382235324,0.34746523240670957,0.2959128773749711
4,10.154836515451292,0.2441095951962272,0.2107482675144582
5,9.126480170922841,0.3704463110236752,0.35447772764711416
6,8.752142499768004,0.28409361865859895,0.2829656598537065
7,9.984598467162055,0.25335613065488477,0.23955424069566977
8,9.71045391278953,0.2422999857109382,0.23148600950038478
9,10.221104782964805,0.3169504315854562,0.2673596225547056
10,0.0,1.0,1.0
