,rmse_arr,pear_arr,mielke_arr
0,9.477271749273116,0.3251398754963778,0.26823485122546076
1,8.619875328277393,0.3216274845594703,0.31510325962249763
2,8.526656682677126,0.303963683728935,0.29852307422535995
3,9.54133132245803,0.2405416102513518,0.20907497134191455
4,10.482958341577673,0.318057040735583,0.26486173243731537
5,8.763767431223041,0.3441974606539595,0.34058448337329406
6,9.222526313574107,0.29323982917685554,0.28727475124608426
7,10.784594343410058,0.2580881285247502,0.22200715762959466
8,10.824555628246825,0.2656226274049326,0.23602525605542235
9,8.76883938658859,0.3203388932152307,0.29112663096596014
10,0.0,1.0,1.0
