Datetime,p87b8k2,p87b8k4,p87b8k6,p87b16k2,p87b16k4,p87b16k6,obs
2014-08-09,56.160454,56.61946487426758,56.99476623535156,56.878204345703125,55.65666198730469,57.439674377441406,58.75914
2014-08-10,55.98598,53.95747756958008,55.867435455322266,57.51651382446289,53.94340896606445,56.63064193725586,58.495285
2014-08-11,57.091442,55.08780288696289,53.734291076660156,57.68650436401367,55.56465148925781,53.82327651977539,58.110714
2014-08-12,57.919933,54.944580078125,54.66889190673828,58.09146499633789,55.894432067871094,55.1446418762207,58.103714
2014-08-13,57.515656,56.80360412597656,55.168697357177734,58.52143859863281,57.360633850097656,55.518062591552734,58.270287
2014-08-14,60.024048,55.45945739746094,57.87655258178711,60.328346252441406,56.59572982788086,57.194190979003906,58.610573
2014-08-15,58.80749,57.26669692993164,60.541011810302734,58.362091064453125,57.617393493652344,59.740623474121094,59.16914
2014-08-16,59.575775,58.35544204711914,61.604976654052734,58.89101791381836,58.15242004394531,60.998477935791016,58.97886
2014-08-17,62.26025,61.28104782104492,64.71414184570312,60.858821868896484,60.29257583618164,64.52470397949219,58.039574
2014-08-18,64.37314,63.018367767333984,65.525146484375,63.56600570678711,62.42100143432617,65.48265838623047,57.120857
2014-08-19,65.46806,65.25042724609375,66.89388275146484,64.22340393066406,64.38726806640625,66.96028137207031,56.17871
2014-08-20,66.9729,67.72509765625,67.64019775390625,65.90892791748047,66.8555679321289,67.03400421142578,55.417145
2014-08-21,64.304214,67.69721984863281,65.20521545410156,63.61198806762695,65.877197265625,64.37142944335938,54.836
2014-08-22,64.64234,66.87544250488281,65.538330078125,66.32080078125,66.43550872802734,64.64854431152344,54.38043
2014-08-23,64.78411,65.9726791381836,65.63446044921875,65.4596939086914,65.36381530761719,65.01651000976562,54.769714
2014-08-24,68.05194,70.04765319824219,67.71527099609375,68.65631103515625,68.63196563720703,66.54129028320312,56.003857
2014-08-25,68.38824,69.53209686279297,67.88395690917969,68.0369644165039,68.42579650878906,67.10002899169922,57.31343
2014-08-26,68.22018,69.81185913085938,68.418212890625,68.3103256225586,68.82404327392578,67.91185760498047,58.018997
2014-08-27,66.75399,69.59967803955078,67.85148620605469,67.72098541259766,68.97907257080078,67.93246459960938,58.120426
2014-08-28,66.91001,68.78479766845703,69.54054260253906,68.36965942382812,68.39982604980469,69.0251235961914,57.477142
2014-08-29,66.42568,69.3193130493164,68.6661605834961,67.7842788696289,68.6646957397461,67.74436950683594,56.09943
2014-08-30,65.38332,67.64907836914062,68.33515167236328,65.95195770263672,66.11077880859375,67.3353271484375,54.680717
2014-08-31,61.761326,65.3714370727539,65.5924301147461,63.37911605834961,63.69865036010742,64.5507583618164,53.22114
2014-09-01,59.486473,62.680091857910156,63.038238525390625,61.25455856323242,62.26118087768555,61.63550567626953,51.839
2014-09-02,56.85902,60.7904167175293,58.39702224731445,57.54331970214844,60.21781539916992,57.062110900878906,50.880146
2014-09-03,60.827873,60.11492156982422,57.17850112915039,61.857696533203125,62.65290451049805,56.773075103759766,50.34457
2014-09-04,61.83185,59.42771530151367,59.25269317626953,61.90924835205078,62.12975311279297,58.90779495239258,50.373
2014-09-05,63.735603,65.89768981933594,58.34047317504883,64.56814575195312,63.56260681152344,58.608821868896484,50.965286
2014-09-06,61.981194,65.47312927246094,59.54499435424805,61.48636245727539,63.29570388793945,59.18407440185547,51.700573
2014-09-07,61.73417,62.75705337524414,60.81968307495117,61.63972473144531,61.55378723144531,60.7436408996582,52.57857
2014-09-08,59.20986,62.2725830078125,60.76074981689453,60.91571044921875,61.9339485168457,59.942623138427734,53.481144
2014-09-09,62.71904,64.31692504882812,64.5816421508789,63.023902893066406,64.11119079589844,64.01959228515625,54.408283
2014-09-10,62.211277,63.51506042480469,64.80309295654297,62.8275260925293,63.34759521484375,63.39028549194336,53.836857
2014-09-11,64.2011,64.39154815673828,67.46826934814453,65.04541778564453,63.74121856689453,66.1731185913086,53.57486
2014-09-12,62.101345,65.39611053466797,65.59537506103516,63.847591400146484,64.95063018798828,64.75481414794922,53.622288
2014-09-13,62.163994,63.708133697509766,63.59415817260742,62.87602233886719,63.180152893066406,63.39729309082031,53.95457
2014-09-14,57.457294,59.101314544677734,58.101776123046875,58.0060920715332,59.66130447387695,57.67105484008789,54.571857
2014-09-15,57.50591,58.031471252441406,57.00279998779297,59.05900573730469,58.02355194091797,56.83772277832031,55.474003
2014-09-16,56.618004,58.30732345581055,57.614402770996094,58.531978607177734,58.62395477294922,57.68651580810547,56.101856
2014-09-17,60.545162,62.118465423583984,61.36117935180664,63.07405090332031,60.595706939697266,61.41207504272461,57.97857
2014-09-18,60.472225,63.368160247802734,61.91573715209961,62.161136627197266,62.343204498291016,61.72145080566406,59.296
2014-09-19,64.84969,64.96780395507812,63.73249816894531,64.30552673339844,63.797088623046875,64.25544738769531,60.054283
2014-09-20,60.205616,64.22715759277344,61.78428649902344,60.977447509765625,63.248558044433594,62.0791015625,60.253426
2014-09-21,61.84183,61.9962158203125,62.54140090942383,61.675960540771484,61.59394454956055,62.45783233642578,59.89343
2014-09-22,60.97451,62.0107307434082,61.95392608642578,60.69654846191406,62.39252471923828,60.75811004638672,58.974144
2014-09-23,63.97501,63.69384002685547,63.58785629272461,63.7282600402832,63.30778884887695,62.60606384277344,58.054855
2014-09-24,61.539337,64.6599349975586,63.11980438232422,63.21714782714844,64.16020202636719,62.555809020996094,57.135567
2014-09-25,64.41901,64.49605560302734,65.5586929321289,65.43327331542969,64.75474548339844,64.70764923095703,56.216427
2014-09-26,62.574142,64.58796691894531,65.8694076538086,62.56013488769531,64.61073303222656,64.94007873535156,55.297142
2014-09-27,66.115616,64.59769439697266,65.96131134033203,65.47251892089844,64.0265884399414,65.8236083984375,54.602142
2014-09-28,62.545277,64.67208099365234,64.24617767333984,62.81623458862305,63.900447845458984,64.24483489990234,54.131428
2014-09-29,63.74149,65.42091369628906,62.615970611572266,63.5690803527832,64.69339752197266,63.499385833740234,53.885143
2014-09-30,61.308475,63.14276885986328,62.01776885986328,60.337005615234375,61.27121353149414,62.178836822509766,53.863144
2014-10-01,61.551273,62.25159454345703,61.80064392089844,60.714599609375,61.31449890136719,62.01771545410156,54.06543
2014-10-02,56.49416,58.70777893066406,57.05642318725586,56.01081466674805,58.25225067138672,57.00794219970703,54.492
2014-10-03,56.953026,57.953346252441406,57.38006591796875,58.09050750732422,57.354896545410156,57.34259796142578,55.14286
2014-10-04,55.607838,58.47917938232422,59.0223274230957,57.14659118652344,57.68309783935547,58.35844802856445,55.793716
2014-10-05,61.831493,63.13703536987305,62.09110641479492,61.68904495239258,62.67626953125,61.3499641418457,56.444572
2014-10-06,60.66769,63.338043212890625,63.122650146484375,61.37820816040039,62.40386962890625,62.52473831176758,57.284
2014-10-07,64.27267,64.361083984375,63.787906646728516,63.54094314575195,63.94461441040039,63.562782287597656,57.888145
2014-10-08,62.597343,64.56205749511719,63.90800476074219,61.67053985595703,63.70792007446289,63.22517013549805,58.419426
2014-10-09,64.31394,64.0849380493164,65.44144439697266,64.45896911621094,64.2394790649414,65.01703643798828,58.877712
2014-10-10,63.06865,64.87175750732422,65.0099868774414,63.49291229248047,64.37039184570312,64.77821350097656,59.26314
2014-10-11,66.478065,67.19514465332031,68.48895263671875,67.19200897216797,66.43216705322266,67.58332824707031,59.575573
2014-10-12,64.91861,67.60420989990234,67.13787078857422,65.39801025390625,66.70108795166016,66.37712860107422,59.815002
2014-10-13,65.35586,66.05571746826172,67.05351257324219,66.39460754394531,65.75310516357422,66.69247436523438,59.793003
2014-10-14,63.643135,66.88017272949219,65.61713409423828,64.3853988647461,66.30118560791016,65.29537963867188,59.933285
