Datetime,p57b8k2,p59b8k4,p61b8k6,p63b8k8,p65b8k10,p67b8k12,obs
2015-02-19,3.315474,2.3946826457977295,2.2538187503814697,-0.2881847023963928,-1.0500130653381348,-1.312601089477539,-6.785001
2015-02-20,3.3998885,0.7283544540405273,1.6550047397613525,-0.97725909948349,-2.5112485885620117,-1.517775058746338,-5.3525004
2015-02-21,1.4739448,0.20213204622268677,0.8630332946777344,-0.09851008653640747,0.024360716342926025,0.8944516181945801,-3.92
2015-02-22,2.3018093,-0.7899243235588074,0.3213932514190674,-1.2244880199432373,-1.1593186855316162,-2.702458381652832,-2.4875
2015-02-23,-0.87682,-0.21498090028762817,-0.5348076224327087,-2.262679100036621,0.9984769821166992,0.24491184949874878,-1.0550001
2015-02-24,-0.5285917,0.740963339805603,-1.7063581943511963,-1.1549186706542969,0.8710057735443115,1.6392039060592651,0.3775
2015-02-25,-0.41367048,-0.8607272505760193,-2.967439651489258,-2.1345810890197754,-0.48216909170150757,1.998392939567566,1.81
2015-02-26,-0.3169741,-0.7211889624595642,-1.9567575454711914,-3.3157553672790527,-1.8548989295959473,-1.4555323123931885,-3.75
2015-02-27,-2.4159613,-0.27588707208633423,-2.8785247802734375,-5.010330677032471,-1.4056956768035889,-0.6788340210914612,-2.147143
2015-02-28,-2.3384588,-0.35432738065719604,-3.7578678131103516,-4.208016872406006,-0.6513734459877014,0.11253827810287476,-0.54428583
2015-03-01,-2.9185996,2.077150583267212,-2.8059287071228027,-3.251291275024414,-1.3803863525390625,0.26930540800094604,1.0585715
2015-03-02,0.7682421,2.8168296813964844,-0.8267437815666199,-2.1091880798339844,-2.95033597946167,-1.4583806991577148,2.6614285
2015-03-03,0.8439109,-0.791874349117279,-2.573406457901001,-1.2675879001617432,1.332135796546936,-0.9252771735191345,4.2642856
2015-03-04,-1.0035746,-2.6884078979492188,-4.801013469696045,-2.857429027557373,0.590641975402832,-1.0213754177093506,5.8671427
