Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,spads,shorefor
2016-05-17,69.90193,68.9281234741211,69.63351440429688,68.64314270019531,71.67250061035156,70.74979400634766,69.22789001464844,71.3371810913086,70.06587982177734,71.28529357910156,69.296,61.945
2016-05-18,69.1226,69.4632568359375,69.85282897949219,68.48026275634766,71.32408905029297,69.81452941894531,69.25833129882812,71.27825927734375,70.24047088623047,70.70196533203125,68.803,62.0
2016-05-19,69.1703,68.56971740722656,69.09678649902344,68.5374755859375,70.85250091552734,69.38137817382812,68.45012664794922,70.65469360351562,69.84113311767578,70.60350799560547,68.226,62.191
2016-05-20,69.29963,70.07758331298828,70.25809478759766,69.0466079711914,71.11750793457031,70.84142303466797,69.48079681396484,71.48440551757812,70.76997375488281,71.02584838867188,67.661,62.379
2016-05-21,69.59402,70.13096618652344,70.66324615478516,69.1681137084961,71.63005065917969,71.38798522949219,70.09217071533203,71.90953826904297,71.08943939208984,70.94071960449219,67.159,62.332
2016-05-22,69.956055,69.70092010498047,70.15084075927734,68.86975860595703,71.66036224365234,70.76924133300781,69.60148620605469,71.78076171875,70.720947265625,70.52008056640625,66.768,62.273
2016-05-23,69.92492,70.05316162109375,71.03821563720703,68.87300872802734,72.73980712890625,72.39213562011719,69.45268249511719,72.04183959960938,71.2686996459961,71.25562286376953,66.503,62.425
2016-05-24,70.50528,71.32090759277344,72.45686340332031,69.85676574707031,73.18453979492188,74.06245422363281,70.80511474609375,73.15914154052734,72.4601821899414,71.89981842041016,66.331,62.573
2016-05-25,71.0398,70.54329681396484,71.57638549804688,69.59130096435547,72.1689453125,73.86607360839844,69.86176300048828,72.8875732421875,72.05162811279297,72.16940307617188,66.217,62.613
2016-05-26,70.63113,69.55228424072266,70.45634460449219,69.22607421875,70.99598693847656,72.37175750732422,68.84331512451172,71.74520111083984,70.51555633544922,72.05925750732422,66.191,62.568
2016-05-27,69.824066,68.78977966308594,70.42388153076172,69.04884338378906,71.6209716796875,71.91658020019531,68.71356964111328,71.39608001708984,70.4447021484375,71.3661117553711,66.303,62.622
2016-05-28,69.24192,69.11006927490234,70.4273452758789,69.53339385986328,72.10103607177734,73.25662231445312,69.07211303710938,72.49111938476562,71.1228256225586,71.37841033935547,66.545,62.615
2016-05-29,67.33234,67.18717956542969,68.00237274169922,67.70288848876953,69.94754028320312,71.28649139404297,67.04524993896484,70.19803619384766,69.27766418457031,68.50992584228516,66.903,62.397
2016-05-30,66.51763,66.8064193725586,67.41800689697266,66.75296020507812,68.91304016113281,70.38531494140625,65.88990783691406,68.45520782470703,67.93284606933594,68.0844497680664,67.307,62.272
2016-05-31,68.12484,69.05620574951172,69.3178482055664,68.36463165283203,70.91425323486328,71.31832885742188,68.00166320800781,70.62007141113281,69.38990783691406,69.9098892211914,67.66,62.363
2016-06-01,69.64506,69.44593811035156,70.26216125488281,69.84848022460938,71.53467559814453,72.44815826416016,68.96609497070312,71.82280731201172,70.95372009277344,72.09208679199219,67.899,62.485
2016-06-02,71.01017,69.61090850830078,70.39958190917969,69.85016632080078,72.06782531738281,72.3296127319336,69.30145263671875,71.94596099853516,71.26715087890625,71.85783386230469,67.989,62.526
2016-06-03,69.78296,66.26659393310547,68.02462005615234,69.83174133300781,70.97793579101562,72.08303833007812,67.09219360351562,69.53430938720703,69.64873504638672,70.32978057861328,67.895,62.546
2016-06-04,68.91088,65.43709564208984,67.51155090332031,69.5099105834961,69.87212371826172,70.70137023925781,66.85103607177734,68.7291030883789,68.74766540527344,69.34461212158203,67.48,62.657
2016-06-05,69.704056,66.34368896484375,67.78321075439453,69.89729309082031,70.765380859375,71.37553405761719,67.82205963134766,69.80692291259766,69.57067108154297,71.12959289550781,66.667,62.81
2016-06-06,69.244804,65.56378173828125,67.01529693603516,69.39812469482422,69.00430297851562,70.30924224853516,66.56844329833984,69.28307342529297,68.4157943725586,70.10291290283203,65.455,62.95
2016-06-07,68.30863,65.558349609375,66.52083587646484,68.79534149169922,68.23637390136719,70.48448944091797,66.170654296875,68.91062927246094,67.93182373046875,69.26679229736328,63.91,62.946
2016-06-08,67.62451,64.38594055175781,65.57701873779297,68.56692504882812,65.57012176513672,68.69580841064453,64.3149642944336,67.49889373779297,66.66455078125,68.00775146484375,62.185,62.811
2016-06-09,65.92144,61.761985778808594,63.964962005615234,66.2269287109375,64.34801483154297,67.41680908203125,62.27048110961914,65.28096771240234,65.17974853515625,66.12838745117188,60.54,62.433
2016-06-10,61.181396,58.96430206298828,61.188453674316406,61.51770782470703,61.52393341064453,63.08256912231445,60.046470642089844,61.525177001953125,61.315486907958984,62.0537109375,59.328,61.692
2016-06-11,58.31455,58.41339874267578,60.178428649902344,58.83234786987305,60.31234359741211,61.516563415527344,60.632537841796875,60.59113311767578,60.24637222290039,59.59610366821289,58.858,61.004
2016-06-12,56.917408,58.560359954833984,59.16555404663086,57.671409606933594,60.16130065917969,60.265140533447266,60.99678039550781,60.146331787109375,59.60805892944336,59.000144958496094,59.171,60.53
2016-06-13,57.001034,60.47285461425781,60.688926696777344,58.933311462402344,59.17198181152344,60.98345184326172,62.27111053466797,61.53974914550781,60.14693832397461,59.208457946777344,60.014,60.222
2016-06-14,57.50472,62.49359130859375,61.77753829956055,60.03080368041992,60.568634033203125,61.84727096557617,63.525428771972656,61.24498748779297,60.92056655883789,59.84885787963867,61.1,60.14
2016-06-15,60.779835,63.274017333984375,62.78923797607422,62.362281799316406,62.45167922973633,64.52704620361328,63.816978454589844,63.17060852050781,62.4042854309082,62.30944061279297,62.199,60.19
2016-06-16,62.242855,64.06990814208984,63.45208740234375,62.97684097290039,63.08667755126953,65.25830078125,64.15682983398438,64.37081909179688,63.07046890258789,63.45759582519531,63.092,60.284
2016-06-17,63.719254,63.48919677734375,63.623085021972656,63.66093063354492,63.12278747558594,66.15330505371094,63.73200988769531,64.3529281616211,62.8845329284668,63.417236328125,63.638,60.393
2016-06-18,63.66725,62.95991134643555,63.37047576904297,64.46048736572266,63.63713073730469,65.29680633544922,63.034061431884766,64.3834228515625,62.43144607543945,64.29057312011719,63.86,60.474
