,rmse_arr,pear_arr,mielke_arr
0,9.08779239654541,0.3037140809882483,0.29770462176128687
1,8.531279421908632,0.34433313606425464,0.3397255190189682
2,8.934520501358595,0.30985036148730727,0.3047323094598169
3,9.30039982790783,0.25557836059834105,0.24883940068551524
4,9.218780196668003,0.2589314821921209,0.2547254400150898
5,9.65955346148864,0.10686081271892012,0.10006293348743478
6,9.98310668212124,0.10635326756420654,0.0991211761319184
7,9.675645921030553,0.21482391655039823,0.20819232448314617
8,9.57523306488456,0.25967365923096863,0.25262804814442374
9,10.044577705330926,0.13492662812553136,0.11434133912589373
10,9.978849245607057,0.2959259437431381,0.28250656869034096
11,10.466810294461743,0.2388143259008683,0.22007758390155308
12,0.0,1.0,1.0
