,rmse_arr,pear_arr,mielke_arr
0,4.949080395288927,0.5482345380876432,0.5368503990843903
1,5.549755334052033,0.5286988958242513,0.46296324339601513
2,5.137714681501311,0.4367365562782077,0.4170032385238265
3,4.999471136074726,0.535669210486202,0.5326499244674215
4,5.383108917004938,0.5306091143275413,0.47602617211835196
5,5.146286166796634,0.5360631800461102,0.5077534844262167
6,5.221758640032207,0.5252217337770725,0.4961440598940937
7,5.449742478036496,0.46564129638659857,0.4287121957207505
8,5.3337605806699715,0.5218457438996275,0.4917610807574161
9,5.112424492866196,0.5573719298016874,0.5151738827818941
10,5.40599111583007,0.38894519583111886,0.321167495732386
11,4.08270022004055,0.5890239972436624,0.47446585286807974
12,0.0,1.0,1.0
