,rmse_arr,pear_arr,mielke_arr
0,5.799301092197144,0.4663960465484106,0.42321311581142784
1,5.035204377081808,0.5081360315894398,0.49092874207965376
2,4.985049679821616,0.49811255427551304,0.47359549832651904
3,5.714619399142429,0.466860328993528,0.42770864369321027
4,5.8921232507753265,0.4481962283215766,0.40520718963943747
5,6.2758314984648305,0.4414498269371162,0.3620782330340756
6,5.092862886851957,0.5101492356098847,0.4806748765739225
7,5.206033639491165,0.5646633915379023,0.5106881027857605
8,5.127220757199721,0.5643684877290124,0.5173856250727873
9,5.995207786925036,0.4720757352772811,0.3936503343540718
10,5.40599111583007,0.38894519583111886,0.321167495732386
11,4.08270022004055,0.5890239972436624,0.47446585286807974
12,0.0,1.0,1.0
