time,Hs,Y,Y_detrend
17-Mar-2010,2.94,NaN,NaN
18-Mar-2010,3.38,NaN,NaN
19-Mar-2010,2.43,NaN,NaN
20-Mar-2010,1,NaN,NaN
21-Mar-2010,1.17,NaN,NaN
22-Mar-2010,2.08,NaN,NaN
23-Mar-2010,2.51,NaN,NaN
24-Mar-2010,2.03,-94.87,-39.5
25-Mar-2010,1.84,NaN,NaN
26-Mar-2010,2.33,NaN,NaN
27-Mar-2010,2.35,NaN,NaN
28-Mar-2010,1.34,NaN,NaN
29-Mar-2010,2.45,NaN,NaN
30-Mar-2010,2.43,NaN,NaN
31-Mar-2010,4.72,NaN,NaN
01-Apr-2010,3.93,NaN,NaN
02-Apr-2010,3.6,NaN,NaN
03-Apr-2010,2.57,NaN,NaN
04-Apr-2010,3.55,NaN,NaN
05-Apr-2010,3.47,NaN,NaN
06-Apr-2010,3.64,NaN,NaN
07-Apr-2010,3.05,NaN,NaN
08-Apr-2010,2.21,NaN,NaN
09-Apr-2010,3.74,-102.16,-46.62
10-Apr-2010,2.04,NaN,NaN
11-Apr-2010,1.84,NaN,NaN
12-Apr-2010,3.92,NaN,NaN
13-Apr-2010,2.78,NaN,NaN
14-Apr-2010,2.14,NaN,NaN
15-Apr-2010,1.45,NaN,NaN
16-Apr-2010,1.33,-92.3,-36.67
17-Apr-2010,0.97,NaN,NaN
18-Apr-2010,1.54,NaN,NaN
19-Apr-2010,1.17,-70.49,-14.83
20-Apr-2010,1.15,NaN,NaN
21-Apr-2010,2.36,NaN,NaN
22-Apr-2010,4.59,NaN,NaN
23-Apr-2010,3.36,NaN,NaN
24-Apr-2010,2.24,NaN,NaN
25-Apr-2010,2.65,-101.75,-46.03
26-Apr-2010,2.21,NaN,NaN
27-Apr-2010,1.02,NaN,NaN
28-Apr-2010,2.03,NaN,NaN
29-Apr-2010,2.58,NaN,NaN
30-Apr-2010,3.51,NaN,NaN
01-May-2010,3.04,NaN,NaN
02-May-2010,3.52,NaN,NaN
03-May-2010,2.83,-98.3,-42.49
04-May-2010,2.22,NaN,NaN
05-May-2010,2.95,NaN,NaN
06-May-2010,2.72,NaN,NaN
07-May-2010,1.44,NaN,NaN
08-May-2010,1.18,NaN,NaN
09-May-2010,0.83,NaN,NaN
10-May-2010,0.77,NaN,NaN
11-May-2010,1.44,NaN,NaN
12-May-2010,2.96,NaN,NaN
13-May-2010,2.61,NaN,NaN
14-May-2010,1.71,NaN,NaN
15-May-2010,1.17,NaN,NaN
16-May-2010,1.12,NaN,NaN
17-May-2010,0.87,-78.54,-22.58
18-May-2010,1.34,NaN,NaN
19-May-2010,1.29,NaN,NaN
20-May-2010,0.83,NaN,NaN
21-May-2010,3.13,NaN,NaN
22-May-2010,1.53,NaN,NaN
23-May-2010,2.02,NaN,NaN
24-May-2010,2.83,NaN,NaN
25-May-2010,1.05,NaN,NaN
26-May-2010,2.13,NaN,NaN
27-May-2010,1.63,-80.67,-24.6
28-May-2010,1.48,-72.98,-16.9
29-May-2010,1.42,-63.82,-7.73
30-May-2010,1.91,NaN,NaN
31-May-2010,1.31,NaN,NaN
01-Jun-2010,0.96,NaN,NaN
02-Jun-2010,1.56,NaN,NaN
03-Jun-2010,1.22,NaN,NaN
04-Jun-2010,1.99,NaN,NaN
05-Jun-2010,1.66,NaN,NaN
06-Jun-2010,1.55,NaN,NaN
07-Jun-2010,1.28,NaN,NaN
08-Jun-2010,2.46,NaN,NaN
09-Jun-2010,1.65,NaN,NaN
10-Jun-2010,1,NaN,NaN
11-Jun-2010,3.29,NaN,NaN
12-Jun-2010,3.1,-75.96,-19.71
13-Jun-2010,1.54,-64.88,-8.63
14-Jun-2010,1.74,NaN,NaN
15-Jun-2010,3.56,NaN,NaN
16-Jun-2010,3.42,NaN,NaN
17-Jun-2010,2.27,NaN,NaN
18-Jun-2010,2.29,NaN,NaN
19-Jun-2010,2.31,NaN,NaN
20-Jun-2010,1.76,-77.61,-21.28
21-Jun-2010,1.95,NaN,NaN
22-Jun-2010,1.68,NaN,NaN
23-Jun-2010,1.35,NaN,NaN
24-Jun-2010,1.43,NaN,NaN
25-Jun-2010,1.39,NaN,NaN
26-Jun-2010,1.48,NaN,NaN
27-Jun-2010,1.53,NaN,NaN
28-Jun-2010,2.01,NaN,NaN
29-Jun-2010,1.72,-78.07,-21.64
30-Jun-2010,2.91,NaN,NaN
01-Jul-2010,3.1,NaN,NaN
02-Jul-2010,2.24,NaN,NaN
03-Jul-2010,2.07,NaN,NaN
04-Jul-2010,2.38,NaN,NaN
05-Jul-2010,1.91,NaN,NaN
06-Jul-2010,1.83,NaN,NaN
07-Jul-2010,1.48,NaN,NaN
08-Jul-2010,1.06,NaN,NaN
09-Jul-2010,0.93,NaN,NaN
10-Jul-2010,0.82,NaN,NaN
11-Jul-2010,0.93,NaN,NaN
12-Jul-2010,0.89,NaN,NaN
13-Jul-2010,1,NaN,NaN
14-Jul-2010,1.68,NaN,NaN
15-Jul-2010,1.54,NaN,NaN
16-Jul-2010,1.17,NaN,NaN
17-Jul-2010,1.11,NaN,NaN
18-Jul-2010,1.31,NaN,NaN
19-Jul-2010,2.04,NaN,NaN
20-Jul-2010,2.14,NaN,NaN
21-Jul-2010,2.3,NaN,NaN
22-Jul-2010,2.3,NaN,NaN
23-Jul-2010,1.46,NaN,NaN
24-Jul-2010,1.48,NaN,NaN
25-Jul-2010,1.07,NaN,NaN
26-Jul-2010,1.15,NaN,NaN
27-Jul-2010,1.24,NaN,NaN
28-Jul-2010,0.98,NaN,NaN
29-Jul-2010,0.79,-59.11,-2.35
30-Jul-2010,0.92,NaN,NaN
31-Jul-2010,1.7,NaN,NaN
01-Aug-2010,1.53,NaN,NaN
02-Aug-2010,1.65,NaN,NaN
03-Aug-2010,1.36,NaN,NaN
04-Aug-2010,1.43,NaN,NaN
05-Aug-2010,1.52,NaN,NaN
06-Aug-2010,1.02,NaN,NaN
07-Aug-2010,1.38,NaN,NaN
08-Aug-2010,1.8,NaN,NaN
09-Aug-2010,1.24,NaN,NaN
10-Aug-2010,1.18,NaN,NaN
11-Aug-2010,1.28,NaN,NaN
12-Aug-2010,0.96,NaN,NaN
13-Aug-2010,1.11,-60.07,-3.15
14-Aug-2010,1.07,NaN,NaN
15-Aug-2010,0.86,NaN,NaN
16-Aug-2010,0.78,NaN,NaN
17-Aug-2010,1.03,NaN,NaN
18-Aug-2010,0.56,NaN,NaN
19-Aug-2010,0.76,NaN,NaN
20-Aug-2010,1.35,NaN,NaN
21-Aug-2010,1.02,NaN,NaN
22-Aug-2010,1.1,NaN,NaN
23-Aug-2010,1.67,NaN,NaN
24-Aug-2010,1.3,NaN,NaN
25-Aug-2010,1.2,NaN,NaN
26-Aug-2010,1.08,NaN,NaN
27-Aug-2010,1.29,NaN,NaN
28-Aug-2010,2.33,NaN,NaN
29-Aug-2010,1.14,NaN,NaN
30-Aug-2010,1.84,NaN,NaN
31-Aug-2010,1,-49.96,7.16
01-Sep-2010,1.34,NaN,NaN
02-Sep-2010,1.5,NaN,NaN
03-Sep-2010,1.4,NaN,NaN
04-Sep-2010,1.02,NaN,NaN
05-Sep-2010,1.79,NaN,NaN
06-Sep-2010,2.42,NaN,NaN
07-Sep-2010,1.91,NaN,NaN
08-Sep-2010,2.27,NaN,NaN
09-Sep-2010,0.98,NaN,NaN
10-Sep-2010,1.29,NaN,NaN
11-Sep-2010,0.97,NaN,NaN
12-Sep-2010,1.09,NaN,NaN
13-Sep-2010,1.07,NaN,NaN
14-Sep-2010,0.92,NaN,NaN
15-Sep-2010,0.94,NaN,NaN
16-Sep-2010,0.89,NaN,NaN
17-Sep-2010,1.22,NaN,NaN
18-Sep-2010,1.24,NaN,NaN
19-Sep-2010,1.4,NaN,NaN
20-Sep-2010,1.36,NaN,NaN
21-Sep-2010,1.47,NaN,NaN
22-Sep-2010,1.64,NaN,NaN
23-Sep-2010,0.95,NaN,NaN
24-Sep-2010,0.99,-46.69,10.7
25-Sep-2010,1.87,NaN,NaN
26-Sep-2010,1.48,NaN,NaN
27-Sep-2010,2.33,NaN,NaN
28-Sep-2010,2.13,NaN,NaN
29-Sep-2010,2.41,NaN,NaN
30-Sep-2010,2.06,NaN,NaN
01-Oct-2010,1.8,NaN,NaN
02-Oct-2010,1.58,NaN,NaN
03-Oct-2010,1.89,NaN,NaN
04-Oct-2010,2.72,NaN,NaN
05-Oct-2010,2.95,NaN,NaN
06-Oct-2010,3.25,NaN,NaN
07-Oct-2010,1.48,NaN,NaN
08-Oct-2010,1.14,NaN,NaN
09-Oct-2010,0.84,NaN,NaN
10-Oct-2010,1.04,NaN,NaN
11-Oct-2010,2.4,NaN,NaN
12-Oct-2010,3,NaN,NaN
13-Oct-2010,1.88,NaN,NaN
14-Oct-2010,1.33,NaN,NaN
15-Oct-2010,1.27,NaN,NaN
16-Oct-2010,1.65,NaN,NaN
17-Oct-2010,1.52,NaN,NaN
18-Oct-2010,1.76,NaN,NaN
19-Oct-2010,1.62,NaN,NaN
20-Oct-2010,1.28,NaN,NaN
21-Oct-2010,1.69,NaN,NaN
22-Oct-2010,1.5,-59.63,-1.94
23-Oct-2010,2.39,NaN,NaN
24-Oct-2010,2.44,NaN,NaN
25-Oct-2010,2.32,NaN,NaN
26-Oct-2010,3.12,NaN,NaN
27-Oct-2010,2.8,NaN,NaN
28-Oct-2010,1.64,NaN,NaN
29-Oct-2010,1.23,NaN,NaN
30-Oct-2010,2.26,NaN,NaN
31-Oct-2010,1.51,NaN,NaN
01-Nov-2010,1.1,NaN,NaN
02-Nov-2010,1.18,-71.48,-13.67
03-Nov-2010,3.58,NaN,NaN
04-Nov-2010,2.66,NaN,NaN
05-Nov-2010,1.72,NaN,NaN
06-Nov-2010,1.71,NaN,NaN
07-Nov-2010,1.68,NaN,NaN
08-Nov-2010,1.72,NaN,NaN
09-Nov-2010,2.74,NaN,NaN
10-Nov-2010,1.98,NaN,NaN
11-Nov-2010,3.09,-81.81,-23.9
12-Nov-2010,2.15,NaN,NaN
13-Nov-2010,1.41,NaN,NaN
14-Nov-2010,2.73,NaN,NaN
15-Nov-2010,2.46,NaN,NaN
16-Nov-2010,2.38,NaN,NaN
17-Nov-2010,2.28,NaN,NaN
18-Nov-2010,1.55,NaN,NaN
19-Nov-2010,1.25,NaN,NaN
20-Nov-2010,2.25,NaN,NaN
21-Nov-2010,1.95,NaN,NaN
22-Nov-2010,2.75,-64.56,-6.53
23-Nov-2010,2.29,NaN,NaN
24-Nov-2010,2.71,NaN,NaN
25-Nov-2010,1.69,NaN,NaN
26-Nov-2010,0.87,-57.2,0.87
27-Nov-2010,0.75,NaN,NaN
28-Nov-2010,1.95,NaN,NaN
29-Nov-2010,2.82,NaN,NaN
30-Nov-2010,1.84,NaN,NaN
01-Dec-2010,0.7,NaN,NaN
02-Dec-2010,1.59,NaN,NaN
03-Dec-2010,2,NaN,NaN
04-Dec-2010,1.42,NaN,NaN
05-Dec-2010,2.02,NaN,NaN
06-Dec-2010,2.88,NaN,NaN
07-Dec-2010,1.97,NaN,NaN
08-Dec-2010,1.78,NaN,NaN
09-Dec-2010,3.18,NaN,NaN
10-Dec-2010,2.48,NaN,NaN
11-Dec-2010,1.84,NaN,NaN
12-Dec-2010,1.3,NaN,NaN
13-Dec-2010,0.89,NaN,NaN
14-Dec-2010,1.61,NaN,NaN
15-Dec-2010,1.41,NaN,NaN
16-Dec-2010,2.35,NaN,NaN
17-Dec-2010,1.5,NaN,NaN
18-Dec-2010,2.18,NaN,NaN
19-Dec-2010,2.46,NaN,NaN
20-Dec-2010,2.92,-70.7,-12.36
21-Dec-2010,3.16,NaN,NaN
22-Dec-2010,2.63,NaN,NaN
23-Dec-2010,2.19,NaN,NaN
24-Dec-2010,1.2,NaN,NaN
25-Dec-2010,2.19,NaN,NaN
26-Dec-2010,3.13,NaN,NaN
27-Dec-2010,2.23,NaN,NaN
28-Dec-2010,2.46,NaN,NaN
29-Dec-2010,1.63,NaN,NaN
30-Dec-2010,4.17,NaN,NaN
31-Dec-2010,2.26,NaN,NaN
01-Jan-2011,1.42,NaN,NaN
02-Jan-2011,2.24,NaN,NaN
03-Jan-2011,2.74,NaN,NaN
04-Jan-2011,1.92,NaN,NaN
05-Jan-2011,2.59,-69.58,-11.06
06-Jan-2011,1.86,-82.42,-23.9
07-Jan-2011,2.5,NaN,NaN
08-Jan-2011,2.77,NaN,NaN
09-Jan-2011,2.25,NaN,NaN
10-Jan-2011,1.84,NaN,NaN
11-Jan-2011,1.1,NaN,NaN
12-Jan-2011,0.94,NaN,NaN
13-Jan-2011,1.13,NaN,NaN
14-Jan-2011,1.04,NaN,NaN
15-Jan-2011,1.1,NaN,NaN
16-Jan-2011,1.45,NaN,NaN
17-Jan-2011,2.32,NaN,NaN
18-Jan-2011,2.21,NaN,NaN
19-Jan-2011,2.97,NaN,NaN
20-Jan-2011,2.48,-74.48,-15.8
21-Jan-2011,1.61,NaN,NaN
22-Jan-2011,2.5,-86.77,-28.07
23-Jan-2011,2.67,NaN,NaN
24-Jan-2011,2.53,NaN,NaN
25-Jan-2011,2.26,NaN,NaN
26-Jan-2011,2.26,NaN,NaN
27-Jan-2011,2.25,NaN,NaN
28-Jan-2011,2.24,NaN,NaN
29-Jan-2011,2.23,NaN,NaN
30-Jan-2011,2.23,NaN,NaN
31-Jan-2011,2.22,NaN,NaN
01-Feb-2011,2.21,NaN,NaN
02-Feb-2011,2.2,-69.92,-11.1
03-Feb-2011,2.2,NaN,NaN
04-Feb-2011,2.19,NaN,NaN
05-Feb-2011,2.18,NaN,NaN
06-Feb-2011,2.17,NaN,NaN
07-Feb-2011,2.17,-79.76,-20.89
08-Feb-2011,2.16,NaN,NaN
09-Feb-2011,2.15,NaN,NaN
10-Feb-2011,2.14,NaN,NaN
11-Feb-2011,2.14,NaN,NaN
12-Feb-2011,2.13,NaN,NaN
13-Feb-2011,2.12,NaN,NaN
14-Feb-2011,2.11,-81.16,-22.21
15-Feb-2011,2.11,NaN,NaN
16-Feb-2011,2.1,NaN,NaN
17-Feb-2011,2.09,-72.39,-13.41
18-Feb-2011,2.09,NaN,NaN
19-Feb-2011,2.08,NaN,NaN
20-Feb-2011,2.07,NaN,NaN
21-Feb-2011,2.06,NaN,NaN
22-Feb-2011,2.06,NaN,NaN
23-Feb-2011,2.05,NaN,NaN
24-Feb-2011,2.04,NaN,NaN
25-Feb-2011,2.03,NaN,NaN
26-Feb-2011,2.03,NaN,NaN
27-Feb-2011,2.02,NaN,NaN
28-Feb-2011,2.01,NaN,NaN
01-Mar-2011,2,NaN,NaN
02-Mar-2011,2,NaN,NaN
03-Mar-2011,1.99,NaN,NaN
04-Mar-2011,1.98,NaN,NaN
05-Mar-2011,1.97,NaN,NaN
06-Mar-2011,1.97,NaN,NaN
07-Mar-2011,1.96,NaN,NaN
08-Mar-2011,1.95,NaN,NaN
09-Mar-2011,1.94,NaN,NaN
10-Mar-2011,1.94,NaN,NaN
11-Mar-2011,1.93,NaN,NaN
12-Mar-2011,1.92,NaN,NaN
13-Mar-2011,1.91,NaN,NaN
14-Mar-2011,1.91,NaN,NaN
15-Mar-2011,1.9,NaN,NaN
16-Mar-2011,1.89,NaN,NaN
17-Mar-2011,1.88,NaN,NaN
18-Mar-2011,1.88,NaN,NaN
19-Mar-2011,1.87,NaN,NaN
20-Mar-2011,1.86,NaN,NaN
21-Mar-2011,1.85,NaN,NaN
22-Mar-2011,1.85,NaN,NaN
23-Mar-2011,1.84,-67.25,-7.89
24-Mar-2011,1.83,NaN,NaN
25-Mar-2011,1.82,NaN,NaN
26-Mar-2011,1.82,NaN,NaN
27-Mar-2011,1.81,NaN,NaN
28-Mar-2011,1.8,NaN,NaN
29-Mar-2011,1.8,NaN,NaN
30-Mar-2011,1.79,NaN,NaN
31-Mar-2011,1.78,NaN,NaN
01-Apr-2011,1.77,NaN,NaN
02-Apr-2011,1.77,NaN,NaN
03-Apr-2011,1.76,NaN,NaN
04-Apr-2011,1.75,-75.38,-15.89
05-Apr-2011,1.74,NaN,NaN
06-Apr-2011,1.74,NaN,NaN
07-Apr-2011,1.73,NaN,NaN
08-Apr-2011,1.72,NaN,NaN
09-Apr-2011,1.71,NaN,NaN
10-Apr-2011,1.71,NaN,NaN
11-Apr-2011,1.7,NaN,NaN
12-Apr-2011,1.69,-64.47,-4.9
13-Apr-2011,1.68,NaN,NaN
14-Apr-2011,1.68,NaN,NaN
15-Apr-2011,1.67,NaN,NaN
16-Apr-2011,1.66,NaN,NaN
17-Apr-2011,1.65,NaN,NaN
18-Apr-2011,1.65,NaN,NaN
19-Apr-2011,1.64,NaN,NaN
20-Apr-2011,1.63,NaN,NaN
21-Apr-2011,1.62,-48.92,10.75
22-Apr-2011,1.62,NaN,NaN
23-Apr-2011,1.61,NaN,NaN
24-Apr-2011,1.6,NaN,NaN
25-Apr-2011,1.59,NaN,NaN
26-Apr-2011,1.59,NaN,NaN
27-Apr-2011,1.58,NaN,NaN
28-Apr-2011,1.57,-53.98,5.76
29-Apr-2011,1.56,NaN,NaN
30-Apr-2011,1.56,NaN,NaN
01-May-2011,1.55,NaN,NaN
02-May-2011,1.54,NaN,NaN
03-May-2011,1.53,NaN,NaN
04-May-2011,1.53,NaN,NaN
05-May-2011,1.52,-61.57,-1.75
06-May-2011,1.51,-60.29,-0.45
07-May-2011,1.51,NaN,NaN
08-May-2011,1.5,NaN,NaN
09-May-2011,1.49,NaN,NaN
10-May-2011,1.48,NaN,NaN
11-May-2011,1.48,NaN,NaN
12-May-2011,1.12,NaN,NaN
13-May-2011,1.49,NaN,NaN
14-May-2011,2.25,-71.62,-11.69
15-May-2011,1.7,NaN,NaN
16-May-2011,1.45,NaN,NaN
17-May-2011,1.85,NaN,NaN
18-May-2011,1.74,NaN,NaN
19-May-2011,2.29,-53.81,6.16
20-May-2011,2.46,NaN,NaN
21-May-2011,2.02,NaN,NaN
22-May-2011,2.53,NaN,NaN
23-May-2011,3.41,NaN,NaN
24-May-2011,2.76,NaN,NaN
25-May-2011,1.9,NaN,NaN
26-May-2011,1.56,NaN,NaN
27-May-2011,2.14,NaN,NaN
28-May-2011,1.67,NaN,NaN
29-May-2011,1.82,NaN,NaN
30-May-2011,3.27,-75.93,-15.83
31-May-2011,1.5,NaN,NaN
01-Jun-2011,2.06,NaN,NaN
02-Jun-2011,1.83,NaN,NaN
03-Jun-2011,1.5,NaN,NaN
04-Jun-2011,0.87,NaN,NaN
05-Jun-2011,2.14,NaN,NaN
06-Jun-2011,1.51,NaN,NaN
07-Jun-2011,0.94,NaN,NaN
08-Jun-2011,1.53,NaN,NaN
09-Jun-2011,2,NaN,NaN
10-Jun-2011,1.67,NaN,NaN
11-Jun-2011,3.11,NaN,NaN
12-Jun-2011,1.13,NaN,NaN
13-Jun-2011,1.27,NaN,NaN
14-Jun-2011,1.77,NaN,NaN
15-Jun-2011,2.38,-63.4,-3.12
16-Jun-2011,2.65,NaN,NaN
17-Jun-2011,2.58,NaN,NaN
18-Jun-2011,1.75,NaN,NaN
19-Jun-2011,1.57,NaN,NaN
20-Jun-2011,2.43,-59.72,0.61
21-Jun-2011,1.79,NaN,NaN
22-Jun-2011,1.49,-73.39,-13.04
23-Jun-2011,1.84,NaN,NaN
24-Jun-2011,2.59,NaN,NaN
25-Jun-2011,2.02,NaN,NaN
26-Jun-2011,1.56,NaN,NaN
27-Jun-2011,1.92,NaN,NaN
28-Jun-2011,1,NaN,NaN
29-Jun-2011,0.99,NaN,NaN
30-Jun-2011,0.95,NaN,NaN
01-Jul-2011,1.36,NaN,NaN
02-Jul-2011,1.96,NaN,NaN
03-Jul-2011,2.46,NaN,NaN
04-Jul-2011,2.64,NaN,NaN
05-Jul-2011,1.88,NaN,NaN
06-Jul-2011,1.7,-59.57,0.93
07-Jul-2011,1.33,NaN,NaN
08-Jul-2011,1.4,NaN,NaN
09-Jul-2011,1.86,NaN,NaN
10-Jul-2011,1.88,NaN,NaN
11-Jul-2011,2.12,NaN,NaN
12-Jul-2011,1.31,NaN,NaN
13-Jul-2011,1.15,NaN,NaN
14-Jul-2011,1.54,NaN,NaN
15-Jul-2011,1.27,NaN,NaN
16-Jul-2011,0.98,NaN,NaN
17-Jul-2011,0.97,NaN,NaN
18-Jul-2011,1.14,NaN,NaN
19-Jul-2011,0.9,NaN,NaN
20-Jul-2011,1.38,NaN,NaN
21-Jul-2011,1.89,NaN,NaN
22-Jul-2011,1.77,NaN,NaN
23-Jul-2011,1.49,NaN,NaN
24-Jul-2011,1.24,NaN,NaN
25-Jul-2011,0.94,NaN,NaN
26-Jul-2011,1.55,NaN,NaN
27-Jul-2011,1.69,NaN,NaN
28-Jul-2011,1.46,NaN,NaN
29-Jul-2011,1.39,NaN,NaN
30-Jul-2011,1.51,NaN,NaN
31-Jul-2011,1.26,NaN,NaN
01-Aug-2011,1.25,NaN,NaN
02-Aug-2011,1.24,-62.43,-1.63
03-Aug-2011,1.24,NaN,NaN
04-Aug-2011,1.23,NaN,NaN
05-Aug-2011,1.23,NaN,NaN
06-Aug-2011,1.22,NaN,NaN
07-Aug-2011,1.21,NaN,NaN
08-Aug-2011,1.21,NaN,NaN
09-Aug-2011,1.2,NaN,NaN
10-Aug-2011,1.19,NaN,NaN
11-Aug-2011,1.19,NaN,NaN
12-Aug-2011,1.18,NaN,NaN
13-Aug-2011,1.17,NaN,NaN
14-Aug-2011,1.17,NaN,NaN
15-Aug-2011,1.16,NaN,NaN
16-Aug-2011,1.15,NaN,NaN
17-Aug-2011,1.15,NaN,NaN
18-Aug-2011,1.14,NaN,NaN
19-Aug-2011,1.13,NaN,NaN
20-Aug-2011,1.13,NaN,NaN
21-Aug-2011,1.12,NaN,NaN
22-Aug-2011,1.11,NaN,NaN
23-Aug-2011,1.11,NaN,NaN
24-Aug-2011,1.1,NaN,NaN
25-Aug-2011,1.09,NaN,NaN
26-Aug-2011,1.09,NaN,NaN
27-Aug-2011,1.08,NaN,NaN
28-Aug-2011,1.07,NaN,NaN
29-Aug-2011,1.07,NaN,NaN
30-Aug-2011,1.06,NaN,NaN
31-Aug-2011,1.05,NaN,NaN
01-Sep-2011,1.05,NaN,NaN
02-Sep-2011,1.04,NaN,NaN
03-Sep-2011,1.04,NaN,NaN
04-Sep-2011,1.03,NaN,NaN
05-Sep-2011,1.02,NaN,NaN
06-Sep-2011,1.02,NaN,NaN
07-Sep-2011,1.01,NaN,NaN
08-Sep-2011,1,NaN,NaN
09-Sep-2011,1,NaN,NaN
10-Sep-2011,0.99,NaN,NaN
11-Sep-2011,0.98,NaN,NaN
12-Sep-2011,0.98,NaN,NaN
13-Sep-2011,1,NaN,NaN
14-Sep-2011,1.16,NaN,NaN
15-Sep-2011,1.96,NaN,NaN
16-Sep-2011,1.97,NaN,NaN
17-Sep-2011,1.71,NaN,NaN
18-Sep-2011,1.4,NaN,NaN
19-Sep-2011,1.12,-54.35,6.97
20-Sep-2011,1.54,NaN,NaN
21-Sep-2011,1.5,NaN,NaN
22-Sep-2011,1.35,NaN,NaN
23-Sep-2011,2.32,NaN,NaN
24-Sep-2011,1.74,NaN,NaN
25-Sep-2011,2.08,NaN,NaN
26-Sep-2011,1.78,NaN,NaN
27-Sep-2011,1.72,-75.51,-14.1
28-Sep-2011,2.42,NaN,NaN
29-Sep-2011,2.63,NaN,NaN
30-Sep-2011,1.4,NaN,NaN
01-Oct-2011,0.74,NaN,NaN
02-Oct-2011,1.31,NaN,NaN
03-Oct-2011,1.05,NaN,NaN
04-Oct-2011,1.82,NaN,NaN
05-Oct-2011,1.96,NaN,NaN
06-Oct-2011,2.09,NaN,NaN
07-Oct-2011,3.13,NaN,NaN
08-Oct-2011,1.62,NaN,NaN
09-Oct-2011,1.4,NaN,NaN
10-Oct-2011,1.24,NaN,NaN
11-Oct-2011,1.49,NaN,NaN
12-Oct-2011,1.35,-54.8,6.78
13-Oct-2011,2.52,-72.26,-10.67
14-Oct-2011,2.09,NaN,NaN
15-Oct-2011,1.33,NaN,NaN
16-Oct-2011,1.27,NaN,NaN
17-Oct-2011,1.04,NaN,NaN
18-Oct-2011,1.3,NaN,NaN
19-Oct-2011,1.14,NaN,NaN
20-Oct-2011,1.47,NaN,NaN
21-Oct-2011,1.73,NaN,NaN
22-Oct-2011,1.26,NaN,NaN
23-Oct-2011,1.15,NaN,NaN
24-Oct-2011,1.41,NaN,NaN
25-Oct-2011,2.19,NaN,NaN
26-Oct-2011,1.98,NaN,NaN
27-Oct-2011,1.6,-58.89,2.85
28-Oct-2011,1.16,-62.33,-0.58
29-Oct-2011,1.3,NaN,NaN
30-Oct-2011,1.19,NaN,NaN
31-Oct-2011,1.67,NaN,NaN
01-Nov-2011,2.16,NaN,NaN
02-Nov-2011,2.65,NaN,NaN
03-Nov-2011,1.56,NaN,NaN
04-Nov-2011,1.26,NaN,NaN
05-Nov-2011,3.02,NaN,NaN
06-Nov-2011,2.13,NaN,NaN
07-Nov-2011,2.57,NaN,NaN
08-Nov-2011,2.23,NaN,NaN
09-Nov-2011,1.23,NaN,NaN
10-Nov-2011,0.72,NaN,NaN
11-Nov-2011,2.5,NaN,NaN
12-Nov-2011,2.24,NaN,NaN
13-Nov-2011,1.38,NaN,NaN
14-Nov-2011,1.71,NaN,NaN
15-Nov-2011,1.8,NaN,NaN
16-Nov-2011,2.15,NaN,NaN
17-Nov-2011,1.47,NaN,NaN
18-Nov-2011,1.4,NaN,NaN
19-Nov-2011,2.85,NaN,NaN
20-Nov-2011,2.29,NaN,NaN
21-Nov-2011,2.37,NaN,NaN
22-Nov-2011,1.55,NaN,NaN
23-Nov-2011,1.47,NaN,NaN
24-Nov-2011,3.47,NaN,NaN
25-Nov-2011,2.48,NaN,NaN
26-Nov-2011,2.7,NaN,NaN
27-Nov-2011,2.04,NaN,NaN
28-Nov-2011,1.42,NaN,NaN
29-Nov-2011,2.03,NaN,NaN
30-Nov-2011,2.14,NaN,NaN
01-Dec-2011,2.64,NaN,NaN
02-Dec-2011,2.17,NaN,NaN
03-Dec-2011,2.67,NaN,NaN
04-Dec-2011,2.16,NaN,NaN
05-Dec-2011,1.89,NaN,NaN
06-Dec-2011,1.57,NaN,NaN
07-Dec-2011,1.03,NaN,NaN
08-Dec-2011,0.84,NaN,NaN
09-Dec-2011,0.94,NaN,NaN
10-Dec-2011,1.58,NaN,NaN
11-Dec-2011,1.7,NaN,NaN
12-Dec-2011,1.48,NaN,NaN
13-Dec-2011,2.42,NaN,NaN
14-Dec-2011,1.53,NaN,NaN
15-Dec-2011,1.33,NaN,NaN
16-Dec-2011,1.86,NaN,NaN
17-Dec-2011,1.58,NaN,NaN
18-Dec-2011,1.64,NaN,NaN
19-Dec-2011,2.1,NaN,NaN
20-Dec-2011,2.81,-54.79,7.54
21-Dec-2011,1.8,NaN,NaN
22-Dec-2011,2.36,NaN,NaN
23-Dec-2011,1.39,NaN,NaN
24-Dec-2011,2.37,NaN,NaN
25-Dec-2011,2.1,NaN,NaN
26-Dec-2011,1.55,NaN,NaN
27-Dec-2011,2.49,NaN,NaN
28-Dec-2011,1.77,NaN,NaN
29-Dec-2011,1.95,NaN,NaN
30-Dec-2011,1.94,NaN,NaN
31-Dec-2011,2.36,NaN,NaN
01-Jan-2012,2.39,-76.71,-14.25
02-Jan-2012,1.19,NaN,NaN
03-Jan-2012,1.42,NaN,NaN
04-Jan-2012,2.85,NaN,NaN
05-Jan-2012,2.12,NaN,NaN
06-Jan-2012,3.64,NaN,NaN
07-Jan-2012,3.69,NaN,NaN
08-Jan-2012,2.09,NaN,NaN
09-Jan-2012,1.42,NaN,NaN
10-Jan-2012,2.56,NaN,NaN
11-Jan-2012,1.99,NaN,NaN
12-Jan-2012,1.64,NaN,NaN
13-Jan-2012,1.21,NaN,NaN
